,words,repeated
7913,is not,3
7914,not theft,0
7915,theft The,0
7916,The same,0
7917,same applies,1
7918,applies at,1
7919,at free,1
7920,free lunch,1
7921,lunch buffets,0
7922,buffets Taking,0
7923,Taking one,0
7924,one portion,1
7925,portion of,1
7926,of shrimp,1
7927,shrimp is,1
7928,is fine,0
7929,fine taking,0
7930,taking all,1
7931,all of,1
7932,the shrimp,1
7933,shrimp means,1
7934,means you,1
7935,a greedy,1
7936,greedy gluttenous,1
7937,gluttenous asshole,0
7938,asshole but,0
7939,but not,2
7940,Come join,0
7941,us Aug,0
7942,Aug at,0
7943,edbookfest as,1
7944,scattyscribbler discusses,1
7945,discusses her,1
7946,her fun,1
7947,fun amp,0
7948,amp fascinating,0
7949,fascinating new,1
7950,new YA,0
7951,YA book,0
7952,Vikings The,0
7953,The Lewis,0
7954,Lewis Chessmen,0
7955,Chessmen And,0
7956,And a,0
7957,bit about,1
7958,about museums,0
7959,museums and,0
7960,and archaeology,0
7961,archaeology and,0
7962,and even,1
7963,few words,1
7964,words about,1
7965,about dinosaurs,0
7966,dinosaurs See,0
7967,See how,0
7968,it all,1
7969,all links,1
7970,links together,0
7971,together httpstcoWewjFpZbqy,0
7972,I started,0
7973,started The,0
7974,Buehlmeister today,0
7975,today and,0
7976,the Horsegroom,0
7977,Horsegroom scene,0
7978,scene in,1
7979,the bath,1
7980,bath house,1
7981,house has,1
7982,has me,1
7983,me in,3
7984,pieces ðŸ,0
7985,Loving this,0
7986,FARLESS harry,0
7987,potter pjo,0
7988,pjo the,0
7989,thief rebel,0
7990,rebel of,1
7991,the sands,0
7992,sands Iâll,0
7993,Iâll give,0
7994,give you,1
7995,you the,16
7996,the sun,1
7997,The kitchen,0
7998,kitchen cupboards,1
7999,cupboards were,1
8000,were the,2
8001,the shape,1
8002,shape of,1
8003,of guilt,0
8004,guilt and,1
8005,his palms,1
8006,palms were,1
8007,were oily,1
8008,oily with,1
8009,the memory,6
8010,memory of,1
8011,what heâd,0
8012,heâd done,0
8013,The notes,0
8014,notes were,1
8015,were born,1
8016,born on,1
8017,on her,1
8018,her breath,0
8019,breath and,0
8020,they died,1
8021,died at,1
8022,at her,1
8023,Fitness and,0
8024,plan Steep,0
8025,Steep ampReading,0
8026,lukeslando Definitely,0
8027,Definitely check,0
8028,out The,0
8029,Zusak I,0
8030,I cried,0
8031,cried a,1
8032,lot And,0
8033,And if,0
8034,like take,0
8035,take a,1
8036,a look,1
8037,at my,1
8038,book Paper,0
8039,Paper Castles,0
8040,Castles its,0
8041,its New,0
8042,New Adult,0
8043,Adult with,0
8044,a romantic,1
8045,romantic subplot,0
8046,subplot guaranteed,0
8047,guaranteed to,1
8048,you cry,0
8049,cry ðŸ,0
8050,tequieremos The,0
8051,Ahhh thanks,0
8052,thanks everyone,0
8053,everyone If,0
8054,youre curious,0
8055,curious and,1
8056,and want,1
8057,to find,1
8058,find out,1
8059,out more,1
8060,about THE,0
8061,THIEF add,0
8062,add it,1
8063,your TBR,0
8064,TBR the,0
8065,the Goodreads,0
8066,Goodreads page,0
8067,page is,1
8068,is live,0
8069,live httpstcooWTMmRxKA,0
8070,Ive claimed,0
8071,claimed my,1
8072,my Author,0
8073,Author Page,0
8074,Page as,0
8075,well which,0
8076,is super,1
8077,super exciting,0
8078,exciting ðŸŒ,0
8079,ðŸRead Ch,0
8080,Ch of,0
8081,of A,0
8082,A WOLFâS,0
8083,WOLFâS HUNGERðŸ,0
8084,Can an,0
8085,an alpha,1
8086,alpha wolf,1
8087,wolf catch,1
8088,catch a,1
8089,who bends,1
8090,bends the,1
8091,the laws,1
8092,laws of,1
8093,of physics,0
8094,physics And,0
8095,if he,1
8096,he does,0
8097,does will,0
8098,will she,1
8099,she tame,1
8100,tame him,0
8101,The hunt,0
8102,hunt is,1
8103,is on,0
8104,Get The,0
8105,The Norse,0
8106,Norse Billionaire,0
8107,Billionaire Book,0
8108,Book now,0
8109,now Book,0
8110,Book arrives,0
8111,ðŸBuy httpstcoqsmyrHfcO,0
8112,ðŸRead httpstcoceDfQXJZFO,0
8113,httpstcoceDfQXJZFO httpstcomYbrzYo,0
8114,MattWalshBlog Harry,0
8115,Potter series,0
8116,and has,1
8117,best narrator,1
8118,narrator of,1
8119,time Second,0
8120,Second place,0
8121,place goes,1
8122,goes to,1
8123,plan Legand,0
8124,Legand ampReading,0
8125,nadaelshabrawi The,0
8126,literarybase jujur,0
8127,jujur the,0
8128,DiligentNinja Brave,0
8129,Brave New,0
8130,New World,0
8131,World Aldous,0
8132,Aldous Huxley,0
8133,George Orwell,0
8134,Thief Mark,0
8135,Mark Zusak,0
8136,The Scarlet,0
8137,Scarlet Letter,0
8138,Letter Nathaniel,0
8139,Nathaniel Hawthorne,0
8140,second snowman,1
8141,snowman to,1
8142,be melting,1
8143,melting away,1
8144,away before,1
8145,before her,1
8146,her eyes,0
8147,eyes only,0
8148,only this,2
8149,was different,0
8150,different It,0
8151,a paradox,0
8152,The colder,0
8153,colder he,1
8154,he became,0
8155,became the,0
8156,the more,1
8157,more he,1
8158,he melted,0
8159,All is,0
8160,is shit,0
8161,would dream,1
8162,dream their,1
8163,their nightmares,1
8164,nightmares and,1
8165,and wake,1
8166,wake up,0
8167,up one,0
8168,one with,1
8169,a scream,1
8170,scream in,1
8171,in drowning,1
8172,drowning sheets,0
8173,sheets the,0
8174,other with,1
8175,a gasp,1
8176,gasp for,1
8177,for air,1
8178,air next,1
8179,a smoking,1
8180,smoking fire,0
8181,Living was,0
8182,was living,0
8183,The price,0
8184,price was,1
8185,was guilt,1
8186,and shame,0
8187,HISTORIC Writing,0
8188,Writing âœï,0
8189,âœï by,0
8190,by Christ,0
8191,Christ the,0
8192,book ðŸ,0
8193,ðŸ bestseller,0
8194,bestseller ebook,1
8195,ebook Covid,0
8196,Covid is,0
8197,the plague,1
8198,plague of,1
8199,of America,0
8200,America ðŸºðŸ,0
8201,ðŸºðŸ impeachment,0
8202,impeachment to,1
8203,to FBI,0
8204,FBI set,0
8205,set ups,1
8206,ups then,1
8207,then History,0
8208,America riots,0
8209,riots against,1
8210,against BadHabits,0
8211,BadHabits MOORE,0
8212,MOORE to,0
8213,to receive,1
8214,receive votes,1
8215,votes and,1
8216,and awards,1
8217,awards of,1
8218,of RAMPART,0
8219,RAMPART police,0
8220,police ðŸââï,0
8221,ðŸââï thiefâs,0
8222,thiefâs InvestigationDiscovery,0
8223,InvestigationDiscovery httpstcoJOKzRBbO,0
8224,good things,2
8225,things on,1
8226,on this,1
8227,list Which,0
8228,Which includes,0
8229,includes my,1
8230,my recommendation,1
8231,recommendation of,1
8232,lsaguirres The,0
8233,rachelegross s,0
8234,s suggestion,0
8235,suggestion Kill,0
8236,Kill Shot,0
8237,Shot by,0
8238,The best,0
8239,best books,1
8240,and podcasts,1
8241,podcasts on,1
8242,on health,1
8243,health amp,0
8244,amp science,0
8245,science to,1
8246,to check,1
8247,summer httpstcomzXvObvid,0
8248,httpstcomzXvObvid via,0
8249,Zusak httpstcohqVbMGD,0
8250,honeybiblio romeo,1
8251,romeo and,1
8252,and juliet,0
8253,juliet the,0
8254,thief twelve,0
8255,twelve angry,1
8256,angry men,1
8257,men and,2
8258,and animal,1
8259,animal farm,1
8260,farm i,0
8261,i enjoyed,5
8262,enjoyed some,1
8263,some more,1
8264,than others,1
8265,others lmao,0
8266,think maybe,1
8267,maybe my,1
8268,my paintbrushes,1
8269,paintbrushes r,1
8270,r safe,1
8271,safe but,1
8272,my copy,1
8273,of good,1
8274,good omens,1
8275,omens n,1
8276,n the,1
8277,thief r,1
8278,r minimally,1
8279,minimally fucked,1
8280,fucked THIS,0
8281,THIS IS,0
8282,IS SO,0
8283,SO VILE,0
8284,VILE but,0
8285,its aight,1
8286,aight lmfao,0
8287,DRAGONS LOVE,0
8288,LOVE TACOS,0
8289,TACOS x,0
8290,x NO,0
8291,NO ONE,0
8292,ONE LIKES,0
8293,LIKES A,0
8294,A FART,0
8295,Hadleyâs hobby,0
8296,hobby turns,1
8297,turns into,1
8298,into an,1
8299,an overnight,1
8300,overnight sensation,0
8301,sensation Unable,0
8302,Unable to,0
8303,to keep,1
8304,keep up,1
8305,with demand,1
8306,demand for,1
8307,her Tooth,0
8308,Tooth Dolls,0
8309,Dolls she,0
8310,she must,1
8311,must become,1
8312,become THE,0
8313,THE TOOTH,0
8314,TOOTH THIEF,0
8315,THIEF amp,0
8316,amp source,0
8317,source supplies,1
8318,supplies herself,0
8319,herself A,0
8320,A STEM,0
8321,STEM book,0
8322,of perseverance,1
8323,perseverance amp,0
8324,amp entrepreneurship,0
8325,entrepreneurship TACOPITCH,0
8326,TACOPITCH art,0
8327,art httpstcoGYvilGbO,0
8328,Rebecca Stott,0
8329,RebeccaStott is,0
8330,the awardwinning,0
8331,awardwinning author,0
8332,and nonfiction,0
8333,nonfiction including,0
8334,including âThe,0
8335,âThe Coral,0
8336,Coral Thiefâ,0
8337,Thiefâ which,0
8338,was BBC,0
8339,BBC Book,0
8340,Book at,0
8341,at Bedtime,0
8342,Bedtime in,0
8343,in She,0
8344,She won,0
8345,CostaBookAwards for,0
8346,for Biography,0
8347,Biography in,0
8348,is Professor,0
8349,Professor of,0
8350,of Literature,0
8351,Literature amp,0
8352,amp Creative,0
8353,Creative Writing,0
8354,FRSL httpstcohZkHfZboKT,0
8355,Our Press,0
8356,Press Start,0
8357,PressStartACE exhibition,0
8358,exhibition explores,1
8359,explores machinima,0
8360,machinima ingame,0
8361,ingame photography,0
8362,photography and,1
8363,and gamics,0
8364,gamics in,0
8365,the artworks,1
8366,artworks of,1
8367,of international,1
8368,international artists,1
8369,artists ðŸŽ,0
8370,ðŸŽ httpstcosykEdvGjL,0
8371,Book to,0
8372,to visit,1
8373,visit via,1
8374,via our,1
8375,our Mat,0
8376,Mat Collishaw,0
8377,Collishaw exhibition,0
8378,exhibition httpstcoHxOgHoSgX,0
8379,ðŸï Timeless,0
8380,Timeless Thief,0
8381,by Mark,0
8382,Mark Palmer,0
8383,Palmer httpstcoGtSKabfOb,0
8384,LOUISMILKYPLS omg,0
8385,omg so,1
8386,so happy,1
8387,you asked,3
8388,asked that,0
8389,that well,0
8390,the selection,0
8391,selection warcross,0
8392,warcross the,1
8393,the cruel,1
8394,prince the,0
8395,the hunger,14
8396,hunger games,3
8397,games trilogy,0
8398,trilogy five,0
8399,apart three,0
8400,three dark,1
8401,dark crowns,0
8402,crowns the,0
8403,the court,1
8404,court of,2
8405,of thorns,2
8406,thorns and,2
8407,and roses,1
8408,roses throne,0
8409,throne of,1
8410,of glass,0
8411,glass the,0
8412,to all,1
8413,the boys,1
8414,boys ive,0
8415,ive loved,0
8416,loved before,0
8417,before undercover,0
8418,undercover princess,0
8419,âœIf only,0
8420,for laughterâ,0
8421,laughterâ The,0
8422,Thief httpstcoqqxTGaHVP,0
8423,Features and,0
8424,plan ACGFeatures,0
8425,ACGFeatures Korn,0
8426,acaseforbooks The,0
8427,by Marcus,0
8428,Marcus Zusak,0
8429,Author Neil,0
8430,Neil Gaiman,0
8431,Gaiman is,0
8432,my ult,0
8433,ult So,0
8434,So all,0
8435,his works,1
8436,works including,1
8437,including graphic,1
8438,graphic novels,0
8439,novels Also,0
8440,Also GRRM,0
8441,GRRM If,0
8442,only hed,0
8443,hed finish,0
8444,finish Winds,0
8445,Winds of,0
8446,of Winter,0
8447,Books Lots,0
8448,Lots I,0
8449,love fantasy,1
8450,and dystopian,0
8451,dystopian so,0
8452,so HP,0
8453,HP series,0
8454,series A,0
8455,A Song,0
8456,Fire The,0
8457,Games series,0
8458,series Also,0
8459,Also Little,0
8460,Little Prince,0
8461,Prince Book,0
8462,Thief Yrs,0
8463,Yrs Solitude,0
8464,Solitude httpstcoDbNuGUi,0
8465,Fantasy Muse,0
8466,Muse because,0
8467,has Muse,0
8468,Muse s,0
8469,one opportunity,0
8470,opportunity leads,1
8471,leads directly,1
8472,directly to,1
8473,to another,0
8474,another just,0
8475,just as,1
8476,as risk,1
8477,risk leads,1
8478,leads to,1
8479,to more,3
8480,more risk,0
8481,risk life,0
8482,life to,1
8483,more life,1
8484,death to,1
8485,more death,0
8486,When she,0
8487,she came,1
8488,write her,1
8489,story she,0
8490,would wonder,1
8491,wonder exactly,1
8492,exactly when,1
8493,words started,1
8494,to mean,1
8495,mean not,1
8496,not just,1
8497,just something,0
8498,something but,0
8499,but everything,0
8500,I tried,0
8501,tried to,1
8502,it about,1
8503,about times,1
8504,times cos,1
8505,cos everyone,1
8506,everyone RAVED,0
8507,RAVED about,0
8508,about it,0
8509,it sucked,1
8510,sucked httpstcofjLcSJFV,0
8511,by RA,0
8512,RA Denny,0
8513,BookTour Giveaway,0
8514,Giveaway Historical,0
8515,Historical Fiction,0
8516,Fiction TheAlchemyThief,0
8517,TheAlchemyThief PiratesAndPuritans,0
8518,PiratesAndPuritans RA,0
8519,RADennyAuthor Silver,0
8520,Silver Dagger,0
8521,Dagger Book,0
8522,Book Tours,0
8523,SDSXXTours httpstcoZhQBFqbjX,0
8524,bro the,0
8525,thief one,1
8526,but damn,1
8527,damn that,1
8528,that ending,1
8529,ending hurt,1
8530,hurt like,1
8531,like wtf,1
8532,wtf i,1
8533,i know,4
8534,know its,0
8535,its like,0
8536,like realistic,1
8537,realistic but,1
8538,but bro,1
8539,bro im,0
8540,im hurt,0
8541,Mally amp,0
8542,amp Ellie,0
8543,Ellie go,0
8544,go undercover,1
8545,undercover as,1
8546,a married,1
8547,married couple,0
8548,couple but,0
8549,but realize,1
8550,realize catching,1
8551,catching the,1
8552,thief will,2
8553,will put,1
8554,put them,1
8555,them in,1
8556,in danger,0
8557,danger httpstcohRKJalVy,0
8558,httpstcohRKJalVy Islandromance,0
8559,Islandromance Romanticsuspense,0
8560,Romanticsuspense Disabledromanceseries,0
8561,Disabledromanceseries amreadingromance,0
8562,amreadingromance romancenovels,0
8563,romancenovels KU,0
8564,KU httpstcobHwkhcwt,0
8565,Next jjjoreads,0
8566,jjjoreads The,0
8567,This copy,0
8568,copy I,0
8569,I âœborrowedâ,0
8570,âœborrowedâ from,0
8571,from family,1
8572,and never,1
8573,never gave,1
8574,gave back,0
8575,back Lol,0
8576,Lol I,0
8577,remember bringing,1
8578,bringing it,1
8579,it with,1
8580,with me,1
8581,me when,2
8582,had to,1
8583,to leave,1
8584,leave for,1
8585,school a,1
8586,few years,1
8587,years back,0
8588,back and,0
8589,used our,1
8590,our family,0
8591,family picture,0
8592,picture as,1
8593,a bookmark,1
8594,bookmark ðŸ,0
8595,ðŸ I,0
8596,read ten,1
8597,ten pages,0
8598,pages maybe,0
8599,maybe I,0
8600,am here,1
8601,here again,0
8602,MxKantEven The,0
8603,bredlikeme the,0
8604,havent cried,1
8605,cried at,1
8606,at any,2
8607,books so,1
8608,far and,1
8609,and ive,1
8610,ive read,2
8611,little life,0
8612,life the,0
8613,achilles AND,0
8614,AND they,0
8615,TwitterBooks The,0
8616,SheIsBeauty Her,0
8617,Her confession,0
8618,confession on,1
8619,video that,1
8620,that she,1
8621,she was,9
8622,was stealing,1
8623,stealing your,1
8624,your property,1
8625,property will,1
8626,will probably,1
8627,probably get,1
8628,get her,1
8629,her in,1
8630,of trouble,0
8631,trouble In,0
8632,In fact,0
8633,fact in,0
8634,book she,9
8635,she got,1
8636,got off,1
8637,off easy,1
8638,easy the,1
8639,the damn,1
8640,damn porch,1
8641,porch thief,0
8642,Join our,0
8643,our book,1
8644,book club,1
8645,club next,1
8646,next Tuesday,0
8647,Tuesday July,0
8648,July th,0
8649,th at,0
8650,at pm,0
8651,pm EST,0
8652,EST to,0
8653,to chat,1
8654,chat with,1
8655,with author,1
8656,Buehlmeister about,0
8657,about his,1
8658,his book,2
8659,done with,2
8660,with The,0
8661,Zusak httpstcoYfYKkfa,0
8662,watch Kids,0
8663,Kids type,0
8664,Pop Youth,0
8665,ixe varios,0
8666,O Nome,0
8667,Nome do,0
8668,do Vento,0
8669,of Crows,0
8670,Crows Crooked,0
8671,Crooked Kingdom,0
8672,CapitÃes da,0
8673,da Areia,0
8674,Fahrenheit httpstcorVwEJkA,0
8675,lantsovszoya Mine,0
8676,Mine is,0
8677,is Ninth,0
8678,Ninth House,0
8679,House the,0
8680,the Millennium,0
8681,Millennium trilogy,0
8682,trilogy The,0
8683,The Picture,0
8684,Picture of,0
8685,of Dorian,0
8686,Dorian Gray,0
8687,Gray and,0
8688,I canât,0
8689,canât read,0
8690,them unless,1
8691,unless itâs,0
8692,itâs cold,0
8693,cold out,0
8694,yasminkhvn omg,1
8695,omg the,1
8696,books ever,0
8697,linneawho the,1
8698,thief fingersmith,0
8699,fingersmith where,0
8700,the forest,1
8701,forest meets,1
8702,meets the,1
8703,the stars,0
8704,stars the,0
8705,hugo and,0
8706,the midnight,3
8707,midnight library,1
8708,You think,0
8709,think theres,0
8710,theres anybody,0
8711,anybody out,1
8712,out there,1
8713,there that,1
8714,really likes,1
8715,likes the,1
8716,and absolutely,1
8717,absolutely hates,1
8718,hates the,1
8719,movie Adaptation,0
8720,Adaptation because,0
8721,because its,0
8722,its about,0
8723,the difficulty,1
8724,difficulty adapting,1
8725,adapting other,1
8726,other media,1
8727,media into,1
8728,into film,1
8729,not actually,1
8730,actually an,1
8731,adrisofia Pues,0
8732,Pues The,0
8733,Thief a,0
8734,dark shade,1
8735,shade of,1
8736,of magic,0
8737,magic the,0
8738,the knife,1
8739,knife of,1
8740,of never,1
8741,never letting,1
8742,letting go,1
8743,go the,0
8744,the ask,1
8745,ask and,1
8746,the answer,0
8747,answer y,0
8748,y monsters,1
8749,monsters of,1
8750,of men,1
8751,POTUS You,0
8752,You get,0
8753,to build,1
8754,build a,1
8755,a factory,1
8756,factory because,1
8757,because you,1
8758,you stole,1
8759,the value,1
8760,value that,1
8761,your workers,1
8762,workers produced,0
8763,produced You,0
8764,thief Read,0
8765,Read this,0
8766,is key,1
8767,key to,1
8768,to actual,1
8769,actual economics,0
8770,economics httpstcolGWRzDqVK,0
8771,so what,0
8772,what is,2
8773,is âthe,0
8774,âthe book,0
8775,thiefâ about,0
8776,about then,0
8777,then donât,0
8778,donât actually,0
8779,actually want,1
8780,want that,1
8781,that answered,0
8782,answered because,0
8783,because iâm,0
8784,iâm p,0
8785,p of,0
8786,through and,1
8787,the plot,1
8788,plot is,1
8789,not thickening,0
8790,scrunkly yessss,0
8791,yessss a,0
8792,a seperate,1
8793,seperate peace,1
8794,peace these,1
8795,these violent,1
8796,violent delights,1
8797,delights vicious,1
8798,vicious in,1
8799,in other,1
8800,other lands,1
8801,lands rhe,1
8802,rhe book,1
8803,thiefâ darius,0
8804,darius the,1
8805,the great,2
8806,great is,1
8807,not okay,0
8808,okay history,0
8809,history is,1
8810,all u,1
8811,u left,1
8812,me These,0
8813,some good,2
8814,good ones,0
8815,Nobody in,0
8816,the bookstore,1
8817,bookstore needs,1
8818,know that,2
8819,that you,1
8820,an elven,1
8821,elven thief,1
8822,thief jumping,1
8823,jumping out,1
8824,out a,1
8825,a window,1
8826,window onto,1
8827,onto a,1
8828,a rainy,1
8829,rainy street,1
8830,street in,1
8831,one scene,0
8832,scene They,0
8833,They need,0
8834,is exciting,0
8835,exciting set,0
8836,a magical,1
8837,magical world,0
8838,world and,0
8839,and there,1
8840,there might,1
8841,be stabbing,0
8842,killuarins well,0
8843,well Paper,0
8844,Paper Towns,0
8845,Towns All,0
8846,Bright Places,0
8847,Places The,0
8848,Thief Dunkirk,0
8849,Dunkirk Joker,0
8850,Joker the,0
8851,the suÂcidÂ,0
8852,suÂcidÂ squad,0
8853,squad spider,0
8854,spider man,1
8855,man homecoming,1
8856,homecoming and,1
8857,and far,1
8858,far from,1
8859,from home,0
8860,home Snow,0
8861,Snow White,0
8862,White and,0
8863,the Huntsman,0
8864,Huntsman Captain,0
8865,Captain Marvel,0
8866,Marvel Ghostbusters,0
8867,Ghostbusters One,0
8868,One Day,0
8869,Day I,0
8870,asked just,1
8871,just one,1
8872,one but,0
8873,writing is,1
8874,pretty omg,0
8875,lsaguirre Just,0
8876,Just wanted,0
8877,wanted to,2
8878,say how,1
8879,how much,1
8880,much I,0
8881,enjoyed The,0
8882,The information,0
8883,information contained,1
8884,contained was,1
8885,was so,1
8886,so important,1
8887,important and,1
8888,and presented,1
8889,presented so,1
8890,so clearly,1
8891,clearly and,1
8892,an interesting,1
8893,interesting manner,0
8894,manner I,0
8895,have plans,1
8896,for other,1
8897,other science,1
8898,science books,0
8899,books This,0
8900,book everyone,1
8901,everyone should,1
8902,should read,0
8903,âœTale of,0
8904,the Body,0
8905,Body Thiefâ,0
8906,worst Lestat,0
8907,Lestat book,0
8908,a million,1
8909,million points,0
8910,âœThe bargaining,0
8911,bargaining phaseâ,0
8912,phaseâ Conor,0
8913,Conor said,0
8914,said without,0
8915,without looking,1
8916,looking up,1
8917,up from,1
8918,from his,1
8919,CaitlinPacific what,0
8920,what if,2
8921,if we,2
8922,we build,1
8923,build an,1
8924,an app,1
8925,app that,1
8926,that times,1
8927,times us,1
8928,us out,1
8929,out after,1
8930,after an,1
8931,hour each,1
8932,each day,0
8933,day Oh,0
8934,Oh yeah,0
8935,yeah you,0
8936,you cant,0
8937,cant respond,0
8938,respond If,0
8939,you love,1
8940,write and,1
8941,and think,0
8942,Twitter is,0
8943,an evil,1
8944,evil delight,1
8945,delight and,1
8946,thief httpstcofCJBjKcjfU,0
8947,MegBrayshaw It,0
8948,It is,0
8949,is noticeable,1
8950,noticeable that,1
8951,that bestselling,1
8952,bestselling authors,0
8953,authors like,0
8954,like Tim,0
8955,Winton show,0
8956,show the,1
8957,the trend,1
8958,trend you,1
8959,you mention,1
8960,mention publishing,1
8961,publishing slender,1
8962,slender tomes,1
8963,tomes nowaday,0
8964,nowaday What,0
8965,What about,0
8966,Thief Too,0
8967,Too long,0
8968,long ago,0
8969,Fellow viber,0
8970,viber try,0
8971,adding yogurt,0
8972,yogurt The,0
8973,and Of,0
8974,Of Monsters,0
8975,Monsters and,0
8976,and Men,0
8977,Men into,0
8978,Set Wannabe,0
8979,Wannabe as,0
8980,MGLnrd My,0
8981,My class,0
8982,class are,1
8983,are INSANELY,0
8984,INSANELY excited,0
8985,excited about,1
8986,about this,0
8987,this About,0
8988,About five,0
8989,five of,1
8990,them have,1
8991,have preordered,0
8992,preordered and,0
8993,and several,1
8994,several others,1
8995,others have,1
8996,have begged,1
8997,begged to,1
8998,come and,1
8999,and borrow,1
9000,borrow it,1
9001,from me,1
9002,when it,1
9003,is released,0
9004,released even,0
9005,even though,1
9006,though they,1
9007,they will,1
9008,be in,1
9009,in Y,0
9010,Y Highland,0
9011,most argued,1
9012,argued book,1
9013,that everyone,1
9014,everyone wanted,1
9015,to review,0
9016,review ðŸ,0
9017,jukatarry ready,1
9018,ready player,1
9019,player one,0
9020,one pet,0
9021,pet semetary,0
9022,semetary the,0
9023,the anthropocene,1
9024,anthropocene reviewed,0
9025,reviewed get,0
9026,life chloe,1
9027,chloe brown,0
9028,brown Dante,0
9029,Dante and,0
9030,and aristotle,1
9031,aristotle discover,1
9032,discover the,2
9033,the secrets,2
9034,secrets of,2
9035,the universe,1
9036,universe and,1
9037,many more,0
9038,My second,0
9039,second naturalhistorythievery,0
9040,naturalhistorythievery book,0
9041,book this,10
9042,year the,0
9043,other being,1
9044,being The,0
9045,The Feather,0
9046,Feather Thief,0
9047,Thief thanks,0
9048,CeeMayC for,0
9049,for lending,1
9050,lending it,1
9051,What are,0
9052,are your,1
9053,your recs,1
9054,recs for,1
9055,for natural,1
9056,natural history,2
9057,history crime,1
9058,crime reads,0
9059,reads or,0
9060,or books,1
9061,books that,1
9062,that delve,1
9063,delve into,1
9064,into weird,1
9065,weird natural,1
9066,history subcultures,0
9067,subcultures httpstcowqZKgXOUGl,0
9068,TatteredCover Same,0
9069,Same although,0
9070,although I,0
9071,did buy,1
9072,buy The,0
9073,weeks ago,0
9074,People Video,0
9075,Video July,0
9076,PM People,0
9077,People you,0
9078,you canât,0
9079,canât tell,0
9080,tell a,1
9081,by its,3
9082,its cover,1
9083,but you,3
9084,can tell,1
9085,tell whoâs,0
9086,whoâs in,0
9087,the White,0
9088,White House,0
9089,House because,0
9090,because itâs,0
9091,not undercover,1
9092,undercover these,1
9093,these idiots,1
9094,idiots are,1
9095,are not,1
9096,not capable,1
9097,capable of,1
9098,the case,3
9099,case at,1
9100,at handWhat,0
9101,handWhat does,0
9102,does criminals,1
9103,criminals liars,1
9104,liars have,1
9105,have incommon,1
9106,incommon taking,1
9107,taking something,1
9108,something thatâs,0
9109,thatâs not,0
9110,not theirs,1
9111,theirs thiefâs,0
9112,thiefâs httpstcoRDspXTVhT,0
9113,TatteredCover Oh,0
9114,Oh man,0
9115,man only,0
9116,one ðŸ,0
9117,ðŸ This,0
9118,This looks,0
9119,looks like,1
9120,good list,0
9121,list Someone,0
9122,Someone recently,0
9123,recently put,1
9124,my Little,0
9125,Little Free,0
9126,Free Library,0
9127,Library and,0
9128,I took,0
9129,took it,1
9130,it first,0
9131,first Ive,0
9132,Ive heard,0
9133,heard such,1
9134,such good,1
9135,things about,1
9136,bibliogeordie The,0
9137,Red Room,0
9138,Room has,0
9139,has good,1
9140,good extracts,1
9141,extracts for,1
9142,for atmosphere,0
9143,atmosphere The,0
9144,neilhimself and,1
9145,and Clive,0
9146,Clive Barkers,0
9147,Barkers Thief,0
9148,darrenshan great,1
9149,great of,1
9150,of course,1
9151,course and,1
9152,and could,1
9153,be some,1
9154,good bits,1
9155,bits in,1
9156,in A,0
9157,A Series,0
9158,Series of,0
9159,of Unfortunate,0
9160,Unfortunate Events,0
9161,Events but,0
9162,but been,1
9163,while since,1
9164,since Ive,0
9165,looked at,1
9166,Happy Birthday,0
9167,Birthday Geoffrey,0
9168,Geoffrey Roy,0
9169,Roy Rush,0
9170,Born July,0
9171,Birthplace Toowoomba,0
9172,Toowoomba Queensland,0
9173,Queensland Australia,0
9174,Profession Actor,0
9175,Movies include,0
9176,The Kings,0
9177,Kings Speech,0
9178,Speech Pirates,0
9179,Pirates of,0
9180,the Caribbean,0
9181,Caribbean Kings,0
9182,Speech amp,0
9183,kirraweeâ httpstcoYVBPAWiJU,0
9184,Tanujbirua Have,0
9185,you read,2
9186,The Soul,0
9187,Soul Thief,0
9188,Thief Book,0
9189,The Angel,0
9190,Angel of,0
9191,of Death,0
9192,Death Series,0
9193,Series is,0
9194,a MUST,0
9195,MUST READ,0
9196,READ Check,0
9197,what readers,1
9198,readers are,1
9199,are saying,1
9200,saying and,1
9201,and grab,1
9202,grab your,1
9203,your copy,1
9204,copy today,0
9205,today httpstcozuMejFRem,0
9206,httpstcozuMejFRem httpstcogQRVZDVd,0
9207,LizardK Ah,0
9208,Ah yes,0
9209,yes the,0
9210,that had,1
9211,had so,1
9212,much of,1
9213,of WW,0
9214,WW pushed,0
9215,pushed into,1
9216,into it,1
9217,it by,1
9218,the devout,1
9219,devout christian,0
9220,christian Definitely,0
9221,Definitely not,0
9222,a projection,1
9223,projection of,1
9224,of his,2
9225,life totally,0
9226,totally was,1
9227,was pushing,1
9228,pushing for,1
9229,for gay,1
9230,gay rights,1
9231,rights before,1
9232,before anyone,1
9233,anyone else,1
9234,As a,0
9235,a kid,1
9236,kid I,0
9237,loved a,1
9238,book about,2
9239,a girl,3
9240,girl thief,1
9241,who falls,1
9242,falls in,1
9243,in with,1
9244,a magician,0
9245,magician When,0
9246,When I,0
9247,was older,1
9248,older I,0
9249,I realized,0
9250,realized the,1
9251,the MC,0
9252,MC never,0
9253,never actually,1
9254,did anything,0
9255,anything her,0
9256,her job,1
9257,job was,1
9258,was to,2
9259,to witness,1
9260,witness how,1
9261,how great,1
9262,great the,1
9263,the magician,1
9264,magician was,0
9265,Anyway the,0
9266,the sequel,1
